BATHRM,HF_BATHRM,HEAT,AC,EYB,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,WARD,SALEYEAR,PRICE
1,0,Warm Cool,1,1976,2 Story,Semi-Detached,Superior,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,2508,Ward 2,2011,934500.0
1,0,Warm Cool,1,1954,2 Story,Row Inside,Average,Average,Common Brick,Typical,Hardwood,1.0,0,1544,Ward 7,2016,231000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1477,Ward 5,2012,410000.0
2,1,Forced Air,1,1977,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Wood Floor,1.0,1,1899,Ward 6,2018,950000.0
1,1,Forced Air,1,1962,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Carpet,1.0,0,2639,Ward 5,2014,255000.0
2,0,Hot Water Rad,0,1947,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2.0,0,1596,Ward 1,2017,1635000.0
3,1,Forced Air,1,2017,2 Story,Single,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,3000,Ward 7,2016,435000.0
2,2,Hot Water Rad,1,1969,2.5 Story Fin,Single,Good Quality,Average,Brick/Siding,Comp Shingle,Hardwood,2.0,1,4989,Ward 3,2014,1309750.0
4,0,Forced Air,1,1971,2 Story,Multi,Average,Good,Common Brick,Built Up,Hardwood,4.0,0,3090,Ward 7,2018,502500.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1086,Ward 7,2016,584000.0
3,1,Hot Water Rad,1,1986,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1592,Ward 4,2014,675000.0
6,1,Warm Cool,1,1969,3 Story,Single,Good Quality,Average,Shingle,Slate,Hardwood,2.0,1,6860,Ward 3,2018,1700000.0
1,1,Hot Water Rad,0,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1926,Ward 5,2018,605000.0
3,1,Hot Water Rad,0,1969,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,1168,Ward 1,2015,705000.0
4,1,Forced Air,1,1969,2.5 Story Fin,Semi-Detached,Good Quality,Good,Wood Siding,Clay Tile,Hardwood,1.0,1,4050,Ward 3,2012,1085000.0
3,0,Forced Air,1,1967,1 Story,Single,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,1,5408,Ward 5,2015,599900.0
3,1,Forced Air,1,1967,2 Story,Single,Above Average,Good,Stucco,Comp Shingle,Hardwood,1.0,1,5280,Ward 4,2014,625000.0
2,1,Forced Air,1,2014,3 Story,Row Inside,Very Good,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,665,Ward 6,2012,857925.0
1,0,Forced Air,1,1970,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Wood Floor,1.0,0,1962,Ward 7,2015,240000.0
4,1,Warm Cool,1,2000,3 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,2,1042,Ward 1,2015,1020000.0
2,0,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1184,Ward 7,2011,181500.0
1,0,Warm Cool,1,1954,2 Story,Row Inside,Average,Average,Vinyl Siding,Metal- Sms,Hardwood,1.0,0,840,Ward 6,2017,375000.0
3,1,Forced Air,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,2516,Ward 3,2013,849000.0
1,0,Forced Air,1,1969,2 Story,Semi-Detached,Average,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,2420,Ward 8,2015,265000.0
3,0,Warm Cool,1,1972,2 Story,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1.0,2,6000,Ward 3,2015,1100000.0
2,1,Forced Air,1,1967,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,3729,Ward 4,2013,525000.0
2,0,Warm Cool,1,1965,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,2213,Ward 7,2018,340000.0
3,1,Hot Water Rad,1,1972,2.5 Story Fin,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,2,3900,Ward 4,2017,968500.0
1,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,1.0,0,1600,Ward 6,2016,575000.0
3,1,Warm Cool,1,1967,2.5 Story Fin,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,2,5436,Ward 4,2012,770100.0
2,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,3043,Ward 6,2013,594900.0
4,4,Hot Water Rad,0,1957,2 Story,Multi,Above Average,Average,Brick/Siding,Built Up,Hardwood,4.0,0,2822,Ward 6,2018,885000.0
1,1,Forced Air,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,969,Ward 5,2010,440000.0
1,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1600,Ward 4,2017,619000.0
2,1,Hot Water Rad,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1400,Ward 6,2015,670000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,4.0,1,1526,Ward 1,2014,716600.0
1,1,Hot Water Rad,0,1964,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Carpet,1.0,1,1319,Ward 5,2017,412700.0
2,1,Warm Cool,1,1965,1 Story,Single,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,1,5001,Ward 3,2011,750000.0
3,0,Warm Cool,1,1976,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,2,11988,Ward 3,2016,1418975.0
3,1,Forced Air,1,2012,4 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Hardwood,1.0,1,841,Ward 6,2016,951359.0
4,0,Forced Air,0,1964,2 Story,Multi,Average,Good,Common Brick,Built Up,Carpet,2.0,0,3565,Ward 7,2016,385000.0
3,1,Forced Air,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,5250,Ward 4,2017,1345000.0
2,1,Forced Air,1,2013,2 Story,Town Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,1296,Ward 5,2017,485000.0
3,1,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1.0,1,4558,Ward 3,2016,1221000.0
2,0,Hot Water Rad,0,1964,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,1907,Ward 4,2011,429000.0
2,1,Forced Air,1,1970,2 Story,Semi-Detached,Average,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,4100,Ward 5,2018,586123.0
3,1,Warm Cool,1,1967,2 Story,Row Inside,Above Average,Very Good,Stucco,Metal- Sms,Hardwood,2.0,1,1815,Ward 2,2011,1325000.0
4,0,Forced Air,1,1967,2 Story,Multi,Above Average,Good,Common Brick,Built Up,Hardwood,4.0,0,4300,Ward 8,2017,441000.0
1,1,Hot Water Rad,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,2,1223,Ward 6,2010,422000.0
3,1,Forced Air,1,2015,3 Story,Row Inside,Very Good,Excellent,Common Brick,Neopren,Hardwood,1.0,0,656,Ward 6,2010,902505.0
3,1,Hot Water Rad,1,1983,2 Story,Row End,Superior,Good,Common Brick,Metal- Sms,Hardwood,2.0,2,1080,Ward 2,2017,1460000.0
2,1,Hot Water Rad,1,1978,2 Story,Single,Average,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,2102,Ward 6,2013,1265000.0
3,1,Forced Air,1,2017,2 Story,Default,Very Good,Very Good,Brick/Siding,Metal- Sms,Hardwood,1.0,1,5001,Ward 3,2016,1537500.0
3,1,Warm Cool,1,2010,2 Story,Town End,Above Average,Good,Brick/Siding,Comp Shingle,Carpet,1.0,0,640,Ward 8,2010,197500.0
1,1,Forced Air,0,1946,2 Story,Semi-Detached,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,2550,Ward 7,2018,350000.0
3,1,Forced Air,1,2018,2 Story,Row End,Above Average,Very Good,Face Brick,Comp Shingle,Hardwood,1.0,0,2089,Ward 8,2017,153750.0
2,0,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1776,Ward 7,2012,199500.0
2,1,Forced Air,1,2015,2 Story,Row End,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1.0,0,2012,Ward 5,2013,482665.0
2,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood,2.0,0,2450,Ward 4,2013,456000.0
4,1,Forced Air,1,2009,3 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,3,4118,Ward 7,2018,610000.0
3,1,Forced Air,1,2015,3 Story,Semi-Detached,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1.0,0,1625,Ward 6,2011,824000.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2826,Ward 4,2014,634000.0
5,1,Warm Cool,1,2010,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,5943,Ward 5,2017,860000.0
3,1,Forced Air,1,1980,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1800,Ward 4,2014,825000.0
4,1,Warm Cool,1,1969,3 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,2,1758,Ward 2,2010,1260000.0
4,1,Warm Cool,1,1972,2.5 Story Fin,Single,Very Good,Very Good,Common Brick,Slate,Hardwood,1.0,2,8353,Ward 4,2010,1369000.0
1,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Neopren,Hardwood,1.0,1,1405,Ward 6,2010,600000.0
2,1,Forced Air,1,2013,2 Story,Row End,Above Average,Very Good,Vinyl Siding,Comp Shingle,Carpet,1.0,0,2608,Ward 7,2012,285000.0
3,1,Forced Air,1,1967,2 Story,Row End,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,2,1383,Ward 6,2015,890000.0
1,0,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1.0,0,1800,Ward 8,2013,225500.0
1,1,Hot Water Rad,0,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1760,Ward 4,2014,448000.0
3,1,Forced Air,1,1980,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,0,1650,Ward 1,2013,733000.0
1,1,Warm Cool,1,1961,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2750,Ward 5,2014,350000.0
4,2,Warm Cool,1,1976,4 Story,Row Inside,Superior,Average,Common Brick,Built Up,Hardwood,1.0,3,2000,Ward 2,2016,1395000.0
1,1,Hot Water Rad,1,1967,2 Story,Single,Above Average,Average,Wood Siding,Built Up,Hardwood,1.0,1,3500,Ward 4,2015,595000.0
1,1,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,1,1111,Ward 6,2013,650000.0
1,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1116,Ward 5,2014,500000.0
3,0,Warm Cool,1,1976,2 Story,Multi,Superior,Average,Common Brick,Metal- Sms,Hardwood,2.0,1,1108,Ward 2,2016,1087500.0
4,1,Forced Air,1,1984,2.5 Story Fin,Semi-Detached,Above Average,Good,Brick/Siding,Metal- Sms,Hardwood,1.0,0,2008,Ward 4,2010,524000.0
2,1,Forced Air,1,2012,3 Story,Row End,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,2805,Ward 7,2010,320000.0
3,2,Warm Cool,1,1994,3 Story,Row End,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,2808,Ward 4,2012,970000.0
2,1,Ht Pump,1,2013,3 Story,Row Inside,Above Average,Very Good,Stone/Siding,Comp Shingle,Hardwood/Carp,1.0,0,2345,Ward 8,2015,380613.0
2,0,Forced Air,0,1965,2 Story,Semi-Detached,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,0,2251,Ward 7,2017,252000.0
3,1,Hot Water Rad,1,1980,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Wood Floor,2.0,2,2000,Ward 6,2015,1305000.0
1,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1152,Ward 7,2013,200000.0
1,1,Warm Cool,1,1962,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,1720,Ward 7,2016,244900.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1890,Ward 4,2013,517500.0
2,1,Forced Air,1,1969,2 Story,Semi-Detached,Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1493,Ward 4,2017,549000.0
2,1,Hot Water Rad,1,1964,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1785,Ward 6,2013,640000.0
2,1,Forced Air,1,1978,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1600,Ward 4,2015,511500.0
3,1,Forced Air,1,1984,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,0,2844,Ward 5,2017,1149000.0
2,1,Warm Cool,1,2014,3 Story,Row Inside,Above Average,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,2457,Ward 8,2012,302300.0
2,1,Warm Cool,1,1972,2 Story,Row Inside,Very Good,Average,Common Brick,Slate,Hardwood,1.0,1,2829,Ward 3,2012,799000.0
3,1,Warm Cool,1,1976,2 Story,Row Inside,Superior,Average,Common Brick,Built Up,Hardwood,1.0,1,2151,Ward 2,2018,1800000.0
2,1,Warm Cool,1,1969,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,2.0,0,520,Ward 6,2013,641200.0
1,0,Hot Water Rad,1,1964,2 Story,Single,Average,Very Good,Stucco,Metal- Sms,Wood Floor,1.0,1,3750,Ward 5,2017,732500.0
1,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1312,Ward 4,2016,650000.0
3,0,Warm Cool,1,1969,2 Story,Row End,Good Quality,Good,Brick/Siding,Metal- Sms,Hardwood,1.0,1,2728,Ward 3,2018,1299900.0
2,2,Forced Air,1,1967,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Wood Floor,1.0,0,1500,Ward 5,2014,779000.0
2,1,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,4276,Ward 3,2018,950000.0
2,0,Ht Pump,1,1964,2 Story,Row End,Average,Good,Common Brick,Built Up,Wood Floor,2.0,0,1340,Ward 1,2012,580000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1.0,0,1540,Ward 6,2018,730000.0
1,1,Hot Water Rad,0,1972,2 Story,Single,Very Good,Average,Stucco,Comp Shingle,Hardwood,1.0,0,6142,Ward 3,2012,850000.0
4,0,Warm Cool,1,1978,2.5 Story Fin,Single,Excellent,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,5400,Ward 3,2013,1035000.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1224,Ward 5,2015,625000.0
2,0,Warm Cool,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Hardwood,1.0,0,1515,Ward 3,2012,750000.0
3,1,Forced Air,1,2017,2 Story,Single,Above Average,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1.0,0,4682,Ward 7,2018,450000.0
3,1,Forced Air,1,1967,2 Story,Row End,Above Average,Very Good,Common Brick,Built Up,Hardwood/Carp,2.0,0,1274,Ward 6,2015,805100.0
5,1,Warm Cool,1,1963,3 Story,Row End,Very Good,Good,Common Brick,Built Up,Hardwood,3.0,4,1853,Ward 2,2018,2049000.0
3,1,Forced Air,1,2015,3 Story,Row End,Good Quality,Very Good,Brick Veneer,Built Up,Hardwood/Carp,1.0,0,881,Ward 5,2014,750585.0
3,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,3245,Ward 4,2010,370000.0
3,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood/Carp,1.0,0,1677,Ward 7,2017,372500.0
3,1,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,2,2852,Ward 5,2013,728000.0
1,0,Hot Water Rad,0,1957,2 Story,Single,Above Average,Average,Common Brick,Slate,Hardwood,1.0,1,4201,Ward 4,2016,498999.0
3,1,Forced Air,1,1978,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,2708,Ward 4,2015,749000.0
3,1,Forced Air,1,1969,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,5274,Ward 7,2018,432500.0
2,0,Forced Air,1,1964,2 Story,Single,Average,Good,Stucco Block,Built Up,Hardwood,1.0,0,3120,Ward 8,2015,375000.0
3,1,Warm Cool,1,2000,2 Story,Row Inside,Very Good,Very Good,Brick Veneer,Comp Shingle,Hardwood/Carp,1.0,2,2420,Ward 2,2012,1312060.0
2,0,Warm Cool,1,1966,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,2159,Ward 8,2016,251500.0
2,1,Hot Water Rad,0,1969,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2.0,1,768,Ward 6,2015,830000.0
2,1,Warm Cool,1,2006,2 Story,Semi-Detached,Above Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,2555,Ward 8,2013,200000.0
2,1,Forced Air,1,1964,2 Story,Single,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,6412,Ward 5,2017,600000.0
2,1,Forced Air,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Carpet,1.0,0,1923,Ward 5,2018,565100.0
1,0,Forced Air,1,1954,1 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1.0,0,4000,Ward 7,2017,290000.0
2,0,Forced Air,1,1964,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1530,Ward 5,2017,612500.0
1,0,Forced Air,1,1969,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1.0,0,2376,Ward 7,2015,215000.0
2,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Vinyl Siding,Metal- Sms,Hardwood,1.0,0,1176,Ward 6,2017,850000.0
2,1,Forced Air,1,2016,4 Story,Row End,Very Good,Excellent,Brick Veneer,Built Up,Hardwood,1.0,1,1351,Ward 5,2017,925000.0
1,1,Hot Water Rad,1,2003,2 Story,Single,Average,Good,Brick/Siding,Comp Shingle,Hardwood,1.0,1,4200,Ward 4,2015,457500.0
2,0,Hot Water Rad,1,1969,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,2.0,0,1348,Ward 3,2016,780000.0
2,1,Forced Air,1,1960,2 Story,Single,Above Average,Average,Common Brick,Built Up,Hardwood,1.0,1,7920,Ward 7,2013,270300.0
3,1,Forced Air,1,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2696,Ward 4,2017,760000.0
3,0,Hot Water Rad,1,1963,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,1,5000,Ward 4,2011,750000.0
2,0,Forced Air,1,1967,2 Story,Single,Above Average,Good,Common Brick,Typical,Hardwood,1.0,1,3535,Ward 5,2017,525000.0
3,1,Forced Air,1,1967,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,2252,Ward 5,2010,399000.0
1,1,Warm Cool,1,1964,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1959,Ward 1,2016,565000.0
3,1,Forced Air,1,1984,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood,2.0,0,1398,Ward 6,2014,755000.0
1,1,Hot Water Rad,1,1982,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood/Carp,1.0,1,2030,Ward 6,2010,829000.0
2,0,Hot Water Rad,0,1964,1.5 Story Fin,Single,Average,Good,Wood Siding,Comp Shingle,Hardwood/Carp,1.0,1,3900,Ward 4,2016,585000.0
3,1,Hot Water Rad,1,1970,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,1,5250,Ward 4,2017,1200000.0
1,1,Hot Water Rad,1,1957,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,2,661,Ward 6,2013,665000.0
3,1,Hot Water Rad,1,1986,2 Story,Single,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1.0,1,4374,Ward 4,2013,760000.0
1,0,Forced Air,0,1958,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1584,Ward 8,2010,189960.0
1,0,Warm Cool,1,1962,2 Story,Row End,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,1937,Ward 4,2016,320000.0
3,1,Forced Air,1,2016,2 Story,Row Inside,Good Quality,Very Good,Common Brick,Comp Shingle,Hardwood,1.0,0,1122,Ward 4,2015,544743.0
1,1,Wall Furnace,0,1954,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1152,Ward 5,2018,490000.0
4,1,Hot Water Rad,1,1972,2.5 Story Fin,Single,Very Good,Average,Common Brick,Comp Shingle,Hardwood,1.0,3,9484,Ward 3,2018,1550000.0
3,1,Forced Air,1,1965,2 Story,Single,Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1.0,0,4000,Ward 7,2015,290000.0
4,1,Warm Cool,1,2004,2.5 Story Fin,Single,Very Good,Good,Vinyl Siding,Comp Shingle,Hardwood,2.0,3,4000,Ward 3,2011,1190000.0
3,1,Hot Water Rad,1,1972,2 Story,Single,Very Good,Average,Wood Siding,Comp Shingle,Hardwood,1.0,1,5764,Ward 3,2011,1211000.0
2,1,Ht Pump,1,1967,2 Story,Multi,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,1,1880,Ward 6,2012,778000.0
3,1,Forced Air,1,1975,2 Story,Single,Very Good,Good,Common Brick,Slate,Hardwood,1.0,2,4397,Ward 4,2014,829000.0
1,0,Forced Air,1,1964,1 Story,Row Inside,Average,Good,Common Brick,Built Up,Ceramic Tile,1.0,0,669,Ward 1,2012,179500.0
3,1,Warm Cool,1,1966,2 Story,Single,Very Good,Average,Common Brick,Slate,Hardwood,1.0,1,3838,Ward 3,2012,805000.0
2,0,Warm Cool,1,1972,2 Story,Row Inside,Very Good,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1895,Ward 3,2015,765000.0
3,1,Hot Water Rad,1,1983,3 Story,Semi-Detached,Superior,Average,Brick/Stucco,Built Up,Hardwood,1.0,2,4813,Ward 3,2015,1650000.0
2,1,Forced Air,1,1967,2 Story,Row Inside,Above Average,Good,Common Brick,Comp Shingle,Hardwood,2.0,0,2574,Ward 6,2016,785000.0
2,0,Forced Air,1,1967,2 Story,Single,Above Average,Good,Common Brick,Slate,Hardwood,1.0,1,4881,Ward 5,2015,542920.0
4,0,Hot Water Rad,0,1954,2 Story,Multi,Average,Average,Common Brick,Built Up,Hardwood,4.0,0,3041,Ward 5,2013,308750.0
1,0,Hot Water Rad,1,1960,2 Story,Semi-Detached,Average,Average,Common Brick,Comp Shingle,Hardwood,1.0,0,2365,Ward 7,2015,246000.0
2,0,Hot Water Rad,0,1964,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1.0,0,1576,Ward 4,2012,295000.0
3,0,Hot Water Rad,1,1969,2 Story,Single,Good Quality,Good,Common Brick,Slate,Hardwood/Carp,1.0,2,2848,Ward 3,2018,1106000.0
2,2,Hot Water Rad,1,1982,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1800,Ward 4,2010,500000.0
1,0,Forced Air,1,1967,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1.0,0,2012,Ward 8,2016,232000.0
2,1,Warm Cool,1,1988,3 Story,Row Inside,Exceptional-A,Good,Stone,Metal- Sms,Hardwood,1.0,0,1117,Ward 2,2012,1205035.0
2,1,Hot Water Rad,0,1957,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1710,Ward 4,2015,385000.0
2,0,Warm Cool,1,1969,3 Story,Row Inside,Average,Good,Common Brick,Metal- Pre,Hardwood,1.0,0,1200,Ward 8,2011,159000.0
4,1,Hot Water Rad,1,1972,2 Story,Single,Very Good,Good,Stucco,Slate,Hardwood,1.0,5,19594,Ward 3,2010,1600000.0
2,1,Warm Cool,1,2005,2 Story,Row Inside,Above Average,Good,Vinyl Siding,Comp Shingle,Carpet,1.0,0,1925,Ward 8,2018,300000.0
1,0,Hot Water Rad,0,1943,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1350,Ward 4,2015,410000.0
1,0,Forced Air,1,1954,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1.0,0,1671,Ward 7,2017,270000.0
2,2,Warm Cool,1,1982,3 Story,Row Inside,Good Quality,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,2,2115,Ward 6,2017,1610000.0
1,0,Hot Water Rad,0,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1600,Ward 7,2016,425000.0
3,1,Forced Air,1,1980,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1.0,0,1754,Ward 6,2017,1550000.0
2,1,Hot Water Rad,1,1969,2 Story,Semi-Detached,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1.0,1,3745,Ward 3,2017,1075000.0
2,0,Hot Water Rad,1,1954,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1.0,0,1900,Ward 4,2012,368000.0
3,0,Warm Cool,1,1987,3.5 Story Fin,Semi-Detached,Exceptional-A,Average,Common Brick,Metal- Sms,Hardwood,1.0,2,2347,Ward 2,2018,1595000.0
2,1,Forced Air,1,1969,2 Story,Row Inside,Good Quality,Good,Common Brick,Neopren,Hardwood/Carp,1.0,1,1440,Ward 6,2012,595000.0
2,0,Hot Water Rad,0,1960,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1.0,1,1950,Ward 3,2016,875000.0
